  8     -1.0000000000000000     -2.0000000000000000
  8     -1.0000000000000000     -1.9900000000000000
  8     -1.0000000000000000     -1.9800000000000000
  8     -1.0000000000000000     -1.9700000000000000
  8     -1.0000000000000000     -1.9600000000000000
  8     -1.0000000000000000     -1.9500000000000000
  8     -1.0000000000000000     -1.9399999999999999
  8     -1.0000000000000000     -1.9299999999999999
  8     -1.0000000000000000     -1.9199999999999999
  8     -1.0000000000000000     -1.9099999999999999
  8     -1.0000000000000000     -1.8999999999999999
  8     -1.0000000000000000     -1.8899999999999999
  8     -1.0000000000000000     -1.8799999999999999
  8     -1.0000000000000000     -1.8700000000000001
  8     -1.0000000000000000     -1.8600000000000001
  8     -1.0000000000000000     -1.8500000000000001
  8     -1.0000000000000000     -1.8400000000000001
  8     -1.0000000000000000     -1.8300000000000001
  8     -1.0000000000000000     -1.8200000000000001
  8     -1.0000000000000000     -1.8100000000000001
  8     -1.0000000000000000     -1.8000000000000000
  8     -1.0000000000000000     -1.7900000000000000
  8     -1.0000000000000000     -1.7800000000000000
  8     -1.0000000000000000     -1.7700000000000000
  7     -1.0000000000000000     -1.7600000000000000
  7     -1.0000000000000000     -1.7500000000000000
  7     -1.0000000000000000     -1.7400000000000000
  7     -1.0000000000000000     -1.7300000000000000
  7     -1.0000000000000000     -1.7200000000000000
  7     -1.0000000000000000     -1.7100000000000000
  7     -1.0000000000000000     -1.7000000000000000
  7     -1.0000000000000000     -1.6899999999999999
  7     -1.0000000000000000     -1.6799999999999999
  7     -1.0000000000000000     -1.6699999999999999
  7     -1.0000000000000000     -1.6599999999999999
  7     -1.0000000000000000     -1.6499999999999999
  7     -1.0000000000000000     -1.6399999999999999
  7     -1.0000000000000000     -1.6299999999999999
  7     -1.0000000000000000     -1.6200000000000001
  7     -1.0000000000000000     -1.6100000000000001
  7     -1.0000000000000000     -1.6000000000000001
  7     -1.0000000000000000     -1.5900000000000001
  7     -1.0000000000000000     -1.5800000000000001
  7     -1.0000000000000000     -1.5700000000000001
  7     -1.0000000000000000     -1.5600000000000001
  7     -1.0000000000000000     -1.5500000000000000
  7     -1.0000000000000000     -1.5400000000000000
  7     -1.0000000000000000     -1.5300000000000000
  7     -1.0000000000000000     -1.5200000000000000
  7     -1.0000000000000000     -1.5100000000000000
  7     -1.0000000000000000     -1.5000000000000000
  7     -1.0000000000000000     -1.4900000000000000
  7     -1.0000000000000000     -1.4800000000000000
  7     -1.0000000000000000     -1.4700000000000000
