  0 -0.9900000000000000E+02
  1 -0.6566888896296544E+02
  2 -0.4344925944752626E+02
  3 -0.2863783993367316E+02
  4 -0.1876606072449507E+02
  5 -0.1218862603202570E+02
  6 -0.7809299242124053E+01
  7 -0.4898200850405329E+01
  8 -0.2970174665456611E+01
  9 -0.1703965279816382E+01
 10 -0.8887531503436568E+00
 11 -0.3889510079148151E+00
 12 -0.1193786717951708E+00
 13 -0.1672923682397931E-01
 14 -0.4040357696271091E-03
 15 -0.2446367255437565E-06
 16 -0.8970602038971265E-13
 17  0.0000000000000000E+00
 18  0.0000000000000000E+00
 19  0.0000000000000000E+00
 20  0.0000000000000000E+00
 21  0.0000000000000000E+00
 22  0.0000000000000000E+00
 23  0.0000000000000000E+00
 24  0.0000000000000000E+00
 25  0.0000000000000000E+00
 26  0.0000000000000000E+00
 27  0.0000000000000000E+00
 28  0.0000000000000000E+00
 29  0.0000000000000000E+00
 30  0.0000000000000000E+00
 31  0.0000000000000000E+00
 32  0.0000000000000000E+00
 33  0.0000000000000000E+00
 34  0.0000000000000000E+00
 35  0.0000000000000000E+00
 36  0.0000000000000000E+00
 37  0.0000000000000000E+00
 38  0.0000000000000000E+00
 39  0.0000000000000000E+00
 40  0.0000000000000000E+00
 41  0.0000000000000000E+00
