  0.0000000000000000D+00 -0.9379999767747389D+00
  0.5000000000000000D+00 -0.6569865987187891D+00
  0.1000000000000000D+01 -0.2151199880878155D+00
  0.1500000000000000D+01  0.2794154981989259D+00
  0.2000000000000000D+01  0.7055403255703919D+00
  0.2500000000000000D+01  0.9589242746631385D+00
  0.3000000000000000D+01  0.9775301176650970D+00
  0.3500000000000000D+01  0.7568024953079283D+00
  0.4000000000000000D+01  0.3507832276896198D+00
  0.4500000000000000D+01 -0.1411200080598672D+00
  0.5000000000000000D+01 -0.5984721441039564D+00
  0.5500000000000000D+01 -0.9092974268256817D+00
  0.6000000000000000D+01 -0.9974949866040544D+00
  0.6500000000000000D+01 -0.8414709848078965D+00
  0.7000000000000000D+01 -0.4794255386042030D+00
  0.7500000000000000D+01  0.0000000000000000D+00
  0.8000000000000000D+01  0.4794255386042030D+00
  0.8500000000000000D+01  0.8414709848078965D+00
  0.9000000000000000D+01  0.9974949866040544D+00
  0.9500000000000000D+01  0.9092974268256817D+00
  0.1000000000000000D+02  0.5984721441039564D+00
  0.1050000000000000D+02  0.1411200080598672D+00
  0.1100000000000000D+02 -0.3507832276896198D+00
  0.1150000000000000D+02 -0.7568024953079283D+00
  0.1200000000000000D+02 -0.9775301176650970D+00
  0.1250000000000000D+02 -0.9589242746631385D+00
  0.1300000000000000D+02 -0.7055403255703919D+00
  0.1350000000000000D+02 -0.2794154981989259D+00
  0.1400000000000000D+02  0.2151199880878155D+00
  0.1450000000000000D+02  0.6569865987187891D+00
  0.1500000000000000D+02  0.9379999767747389D+00
  0.1550000000000000D+02  0.9893582466233818D+00
  0.1600000000000000D+02  0.7984871126234903D+00
  0.1650000000000000D+02  0.4121184852417566D+00
  0.1700000000000000D+02 -0.7515112046180930D-01
  0.1750000000000000D+02 -0.5440211108893698D+00
  0.1800000000000000D+02 -0.8796957599716702D+00
  0.1850000000000000D+02 -0.9999902065507035D+00
  0.1900000000000000D+02 -0.8754521746884285D+00
