  0.1950000000000000D+02 -0.5365729180004349D+00
  0.2000000000000000D+02 -0.6632189735120068D-01
  0.2050000000000000D+02  0.4201670368266409D+00
  0.2100000000000000D+02  0.8037844265516209D+00
  0.2150000000000000D+02  0.9906073556948704D+00
  0.2200000000000000D+02  0.9348950555246830D+00
  0.2250000000000000D+02  0.6502878401571168D+00
  0.2300000000000000D+02  0.2064674819377966D+00
  0.2350000000000000D+02 -0.2879033166650653D+00
  0.2400000000000000D+02 -0.7117853423691231D+00
  0.2450000000000000D+02 -0.9613974918795568D+00
  0.2500000000000000D+02 -0.9756260054681576D+00
  0.2550000000000000D+02 -0.7509872467716762D+00
  0.2600000000000000D+02 -0.3424806184696125D+00
  0.2650000000000000D+02  0.1498772096629523D+00
  0.2700000000000000D+02  0.6055398697196011D+00
  0.2750000000000000D+02  0.9129452507276277D+00
  0.2800000000000000D+02  0.9968297942787993D+00
  0.2850000000000000D+02  0.8366556385360560D+00
  0.2900000000000000D+02  0.4716390030941962D+00
  0.2950000000000000D+02 -0.8851309290403876D-02
  0.3000000000000000D+02 -0.4871745124605095D+00
  0.3050000000000000D+02 -0.8462204041751706D+00
  0.3100000000000000D+02 -0.9980820279793963D+00
  0.3150000000000000D+02 -0.9055783620066239D+00
  0.3200000000000000D+02 -0.5913575298651244D+00
  0.3250000000000000D+02 -0.1323517500977730D+00
  0.3300000000000000D+02  0.3590583540221683D+00
  0.3350000000000000D+02  0.7625584504796027D+00
  0.3400000000000000D+02  0.9793576431039170D+00
  0.3450000000000000D+02  0.9563759284045030D+00
  0.3500000000000000D+02  0.6992400316550977D+00
  0.3550000000000000D+02  0.2709057883078690D+00
  0.3600000000000000D+02 -0.2237556401867964D+00
  0.3650000000000000D+02 -0.6636338842129675D+00
  0.3700000000000000D+02 -0.9410314083429535D+00
  0.3750000000000000D+02 -0.9880316240928618D+00
  0.3800000000000000D+02 -0.7931272394572851D+00
  0.3850000000000000D+02 -0.4040376453230650D+00
  0.3900000000000000D+02  0.8397445569174683D-01
  0.3950000000000000D+02  0.5514266812416906D+00
  0.4000000000000000D+02  0.8838704235458307D+00
  0.4050000000000000D+02  0.9999118601072672D+00
  0.4100000000000000D+02  0.8711400001691764D+00
  0.4150000000000000D+02  0.5290826861200238D+00
  0.4200000000000000D+02  0.5748747810492456D-01
  0.4250000000000000D+02 -0.4281826694961510D+00
  0.4300000000000000D+02 -0.8090187662119065D+00
  0.4350000000000000D+02 -0.9917788534431158D+00
  0.4400000000000000D+02 -0.9317168878547055D+00
  0.4450000000000000D+02 -0.6435381333569995D+00
  0.4500000000000000D+02 -0.1977987996364623D+00
  0.4550000000000000D+02  0.2963685787093853D+00
  0.4600000000000000D+02  0.7179745927716441D+00
  0.4650000000000000D+02  0.9637953862840878D+00
  0.4700000000000000D+02  0.9736454556949781D+00
  0.4750000000000000D+02  0.7451131604793488D+00
  0.4800000000000000D+02  0.3341511768484206D+00
  0.4850000000000000D+02 -0.1586226688047090D+00
  0.4900000000000000D+02 -0.6125601529754697D+00
  0.4950000000000000D+02 -0.9165215479156338D+00
  0.5000000000000000D+02 -0.9960865031195940D+00
  0.5050000000000000D+02 -0.8317747426285983D+00
  0.5100000000000000D+02 -0.4638155159838274D+00
  0.5150000000000000D+02  0.1770192510541358D-01
  0.5200000000000000D+02  0.4948853175526281D+00
  0.5250000000000000D+02  0.8509035245341184D+00
  0.5300000000000000D+02  0.9985908724117705D+00
  0.5350000000000000D+02  0.9017883476488092D+00
  0.5400000000000000D+02  0.5841965844132856D+00
  0.5450000000000000D+02  0.1235731227452240D+00
  0.5500000000000000D+02 -0.3673053491341913D+00
  0.5550000000000000D+02 -0.7682546613236668D+00
  0.5600000000000000D+02 -0.9811084386030970D+00
  0.5650000000000000D+02 -0.9537526527594719D+00
  0.5700000000000000D+02 -0.6928849542336957D+00
  0.5750000000000000D+02 -0.2623748537039288D+00
  0.5800000000000000D+02  0.2323737616554845D+00
  0.5850000000000000D+02  0.6702291758433747D+00
  0.5900000000000000D+02  0.9439891127251193D+00
  0.5950000000000000D+02  0.9866275920404853D+00
  0.6000000000000000D+02  0.7877052269841179D+00
  0.6050000000000000D+02  0.3959251501818342D+00
  0.6100000000000000D+02 -0.9279121175730869D-01
  0.6150000000000000D+02 -0.5587890488516163D+00
  0.6200000000000000D+02 -0.8879758383376634D+00
  0.6250000000000000D+02 -0.9997551733586199D+00
  0.6300000000000000D+02 -0.8667595742607592D+00
  0.6350000000000000D+02 -0.5215510020869119D+00
  0.6400000000000000D+02 -0.4864855487508726D-01
  0.6450000000000000D+02  0.4361647552478249D+00
  0.6500000000000000D+02  0.8141897215084345D+00
  0.6550000000000000D+02  0.9928726480845371D+00
  0.6600000000000000D+02  0.9284657227653786D+00
  0.6650000000000000D+02  0.6367380071391379D+00
  0.6700000000000000D+02  0.1891146203508915D+00
  0.6750000000000000D+02 -0.3048106211022167D+00
  0.6800000000000000D+02 -0.7241075918674496D+00
  0.6850000000000000D+02 -0.9661177700083929D+00
  0.6900000000000000D+02 -0.9715886235161092D+00
  0.6950000000000000D+02 -0.7391806966492228D+00
  0.7000000000000000D+02 -0.3257955554145617D+00
  0.7050000000000000D+02  0.1673557003028069D+00
  0.7100000000000000D+02  0.6195324438519512D+00
  0.7150000000000000D+02  0.9200260381967906D+00
  0.7200000000000000D+02  0.9952651713612277D+00
  0.7250000000000000D+02  0.8268286794901035D+00
  0.7300000000000000D+02  0.4559556902214900D+00
  0.7350000000000000D+02 -0.2655115402396679D-01
  0.7400000000000000D+02 -0.5025573497604873D+00
  0.7450000000000000D+02 -0.8555199789753223D+00
  0.7500000000000000D+02 -0.9990214800346350D+00
  0.7550000000000000D+02 -0.8979276806892913D+00
  0.7600000000000000D+02 -0.5769898687885426D+00
  0.7650000000000000D+02 -0.1147848137831872D+00
  0.7700000000000000D+02  0.3755235668966250D+00
  0.7750000000000000D+02  0.7738906815578891D+00
  0.7800000000000000D+02  0.9827823669926928D+00
  0.7850000000000000D+02  0.9510546532543747D+00
  0.7900000000000000D+02  0.6864755912087755D+00
  0.7950000000000000D+02  0.2538233627620363D+00
  0.8000000000000000D+02 -0.2409736772881011D+00
  0.8050000000000000D+02 -0.6767719568873076D+00
  0.8100000000000000D+02 -0.9468728581933475D+00
  0.8150000000000000D+02 -0.9851462604682474D+00
  0.8200000000000000D+02 -0.7822215000035424D+00
  0.8250000000000000D+02 -0.3877816354094304D+00
  0.8300000000000000D+02  0.1016006978902495D+00
  0.8350000000000000D+02  0.5661076368981803D+00
  0.8400000000000000D+02  0.8920116826993705D+00
  0.8450000000000000D+02  0.9995201585807313D+00
  0.8500000000000000D+02  0.8623112401573290D+00
  0.8550000000000000D+02  0.5139784559875352D+00
  0.8600000000000000D+02  0.3980582016666966D-01
  0.8650000000000000D+02 -0.4441126687075084D+00
  0.8700000000000000D+02 -0.8192968873112808D+00
  0.8750000000000000D+02 -0.9938886539233752D+00
  0.8800000000000000D+02 -0.9251418149764185D+00
  0.8850000000000000D+02 -0.6298879942744539D+00
  0.8900000000000000D+02 -0.1804156244623088D+00
  0.8950000000000000D+02  0.3132287824330852D+00
  0.9000000000000000D+02  0.7301838591531669D+00
  0.9050000000000000D+02  0.9683644611001854D+00
  0.9100000000000000D+02  0.9694556700786149D+00
  0.9150000000000000D+02  0.7331903200732922D+00
  0.9200000000000000D+02  0.3174144088076694D+00
  0.9250000000000000D+02 -0.1760756199485871D+00
  0.9300000000000000D+02 -0.6264561960895026D+00
  0.9350000000000000D+02 -0.9234584470040598D+00
  0.9400000000000000D+02 -0.9943658633527529D+00
  0.9450000000000000D+02 -0.8218178366308225D+00
  0.9500000000000000D+02 -0.4480601416026092D+00
  0.9550000000000000D+02  0.3539830273366068D-01
  0.9600000000000000D+02  0.5101900080017631D+00
  0.9650000000000000D+02  0.8600694058124533D+00
  0.9700000000000000D+02  0.9993738171110836D+00
  0.9750000000000000D+02  0.8939966636005579D+00
  0.9800000000000000D+02  0.5697379476169631D+00
  0.9850000000000000D+02  0.1059875117511569D+00
  0.9900000000000000D+02 -0.3837123634350306D+00
  0.9950000000000000D+02 -0.7794660696158047D+00
